1368,Parent Department,Specialization,Roll Number,Course Code,Semester #,Course Name,LTP,Credit,Type,offered_for_minor,Comments,,,1368,Example,Course Code,Course Name,LTP,Credit,Type,offered_for_minor
1731,,,,,,,,,,,,,,,,,,,,,
1732,,,,,,,,,,,,,,,,,,,,,
1733,,,,,,,,,,,,,,,,,,,,,
1734,,,,,,,,,,,,,,,,,,,,,
1735,,,,,,,,,,,,,,,,,,,,,
1736,,,,,,,,,,,,,,,,,,,,,
1737,,,,,,,,,,,,,,,,,,,,,
1738,,,,,,,,,,,,,,,,,,,,,
1739,,,,,,,,,,,,,,,,,,,,,
1740,,,,,,,,,,,,,,,,,,,,,
Ashutosh Kumar Singh,Department of Chemistry,M. Sc. in Chemistry,2412CH,CH4101,1,Quantum Chemistry,3-1-0,4,Core,0,,,,,,,,,,,
1741,Department of Chemistry,M. Sc. in Chemistry,2412CH,CH4102,1,Organic Chemistry-I,3-1-0,4,Core,0,,,,,,,,,,,
1742,Department of Chemistry,M. Sc. in Chemistry,2412CH,CH4103,1,Inorganic Chemistry-I,3-1-0,4,Core,0,,,,,,,,,,,
1743,Department of Chemistry,M. Sc. in Chemistry,2412CH,CH4104,1,Principles of Molecular Spectroscopy,3-0-0,3,Core,0,,,,,,,,,,,
1744,Department of Chemistry,M. Sc. in Chemistry,2412CH,CH4105,1,Symmetry & Group Theory,3-0-0,3,Core,0,,,,,,,,,,,
1745,Department of Chemistry,M. Sc. in Chemistry,2412CH,CH4106,1,Organic Chemistry Lab,0-0-6,3,Core,0,,,,,,,,,,,
1746,Department of Chemistry,M. Sc. in Chemistry,2412CH,HS4111,1,Soft Skills for Employability,1-2-0,3,HS1,0,,,,,,,,,,,
1747,Department of Chemistry,M. Sc. in Chemistry,2412CH,CH4201,2,Thermodynamics,3-1-0,4,Core,0,,,,,,,,,,,
1748,Department of Chemistry,M. Sc. in Chemistry,2412CH,CH4202,2,Organic Chemistry-II,3-0-0,3,Core,0,,,,,,,,,,,
1749,Department of Chemistry,M. Sc. in Chemistry,2412CH,CH4203,2,Inorganic Chemistry-II,3-0-0,3,Core,0,,,,,,,,,,,
1750,Department of Chemistry,M. Sc. in Chemistry,2412CH,CH4204,2,Chemical Kinetics,3-0-0,3,Core,0,,,,,,,,,,,
1751,Department of Chemistry,M. Sc. in Chemistry,2412CH,CH4205,2,Modern Methods of Analysis,3-1-0,4,Core,0,,,,,,,,,,,
1752,Department of Chemistry,M. Sc. in Chemistry,2412CH,CH4206,2,Inorganic Chemistry Lab,0-0-6,3,Core,0,,,,,,,,,,,
1753,Department of Chemistry,M. Sc. in Chemistry,2412CH,CH5101,3,Physical Chemistry Lab,0-0-6,3,Core,0,,,,,,,,,,,
1754,Department of Chemistry,M. Sc. in Chemistry,2412CH,CH5102,3,Inorganic Chemistry-III,3-0-0,3,Core,0,,,,,,,,,,,
1755,Department of Chemistry,M. Sc. in Chemistry,2412CH,CH5103,3,Organic Chemistry-III,3-0-0,3,Core,0,,,,,,,,,,,
1756,Department of Chemistry,M. Sc. in Chemistry,2412CH,CH5199,3,Project-I,0-0-12,6,P1,0,,,,,,,,,,,
1757,Department of Chemistry,M. Sc. in Chemistry,2412CH,CH51xx/ CH61xx,3,Department Elective 1,3-0-0,3,DE1,0,,,,,,,,,,,
1758,Department of Chemistry,M. Sc. in Chemistry,2412CH,CH61xx,3,Interdisciplinary Elective 1,3-0-0,3,IDE1,0,,,,,,,,,,,
1759,Department of Chemistry,M. Sc. in Chemistry,2412CH,CH6201,4,Computer Programming for Chemists,2-0-2,3,Core,0,,,,,,,,,,,
1760,Department of Chemistry,M. Sc. in Chemistry,2412CH,CH5299,4,Project-II,0-0-16,8,P2,0,,,,,,,,,,,
1761,Department of Chemistry,M. Sc. in Chemistry,2412CH,CH52xx/ CH62xx,4,Department Elective 2,3-0-0,3,DE2,0,,,,,,,,,,,
1762,Department of Chemistry,M. Sc. in Chemistry,2412CH,CH52xx/ CH62xx,4,Interdisciplinary Elective 2,3-0-0,3,IDE2,0,,,,,,,,,,,
1763,Department of Chemistry,M. Sc. in Chemistry,2412CH,IK52xx,4,Indian Knowledge System,2-0-0,2,IKS,0,,,,,,,,,,,
1764,,,,,,,,,,,,,,,,,,,,,
1765,,,,,,,,,,,,,,,,,,,,,
1766,,,,,,,,,,,,,,,,,,,,,
1767,,,,,,,,,,,,,,,,,,,,,
1768,,,,,,,,,,,,,,,,,,,,,
1769,,,,,,,,,,,,,,,,,,,,,
1770,,,,,,,,,,,,,,,,,,,,,
1771,,,,,,,,,,,,,,,,,,,,,
1772,,,,,,,,,,,,,,,,,,,,,
1773,,,,,,,,,,,,,,,,,,,,,
1774,,,,,,,,,,,,,,,,,,,,,
1775,,,,,,,,,,,,,,,,,,,,,
1776,,,,,,,,,,,,,,,,,,,,,
1777,,,,,,,,,,,,,,,,,,,,,
1778,,,,,,,,,,,,,,,,,,,,,
1779,,,,,,,,,,,,,,,,,,,,,
1780,,,,,,,,,,,,,,,,,,,,,
1781,,,,,,,,,,,,,,,,,,,,,
1782,,,,,,,,,,,,,,,,,,,,,
1783,,,,,,,,,,,,,,,,,,,,,
1784,,,,,,,,,,,,,,,,,,,,,
1785,,,,,,,,,,,,,,,,,,,,,
1786,,,,,,,,,,,,,,,,,,,,,
1787,,,,,,,,,,,,,,,,,,,,,
1788,,,,,,,,,,,,,,,,,,,,,
1789,,,,,,,,,,,,,,,,,,,,,
1790,,,,,,,,,,,,,,,,,,,,,
1791,,,,,,,,,,,,,,,,,,,,,
1792,,,,,,,,,,,,,,,,,,,,,
1793,,,,,,,,,,,,,,,,,,,,,
1794,,,,,,,,,,,,,,,,,,,,,
1795,,,,,,,,,,,,,,,,,,,,,
1796,,,,,,,,,,,,,,,,,,,,,
1797,,,,,,,,,,,,,,,,,,,,,
1798,,,,,,,,,,,,,,,,,,,,,
1799,,,,,,,,,,,,,,,,,,,,,
1800,,,,,,,,,,,,,,,,,,,,,
Surya Teja,,,,,,,,,,,,,,,,,,,,,
1801,Mathematics,M. Sc. in Mathematics,2412MA,MA4101,1,Computer Programming,2-0-4,4,Core,0,,,,,,,,,,,
1802,Mathematics,M. Sc. in Mathematics,2412MA,MA4102,1,Linear Algebra,3-1-0,4,Core,0,,,,,,,,,,,
1803,Mathematics,M. Sc. in Mathematics,2412MA,MA4103,1,Real Analysis,3-1-0,4,Core,0,,,,,,,,,,,
1804,Mathematics,M. Sc. in Mathematics,2412MA,MA4104,1,Algebra,3-1-0,4,Core,0,,,,,,,,,,,
1805,Mathematics,M. Sc. in Mathematics,2412MA,MA4105,1,Ordinary Differential Equations,3-1-0,4,Core,0,,,,,,,,,,,
1806,Mathematics,M. Sc. in Mathematics,2412MA,HS4111,1,Soft Skills for Employability,1-2-0,3,HS,0,,,,,,,,,,,
1807,Mathematics,M. Sc. in Mathematics,2412MA,MA4201,2,Topology,3-0-0,3,Core,0,,,,,,,,,,,
1808,Mathematics,M. Sc. in Mathematics,2412MA,MA4202,2,Numerical Analysis,3-0-2,4,Core,0,,,,,,,,,,,
1809,Mathematics,M. Sc. in Mathematics,2412MA,MA4203,2,Complex Analysis,3-1-0,4,Core,0,,,,,,,,,,,
1810,Mathematics,M. Sc. in Mathematics,2412MA,MA4204,2,Linear Optimization Techniques,3-0-2,4,Core,0,,,,,,,,,,,
1811,Mathematics,M. Sc. in Mathematics,2412MA,MA4205,2,Probability and Statistics,3-0-0,3,Core,0,,,,,,,,,,,
1812,Mathematics,M. Sc. in Mathematics,2412MA,MA5101,3,Measure Theory,3-0-0,3,Core,0,,,,,,,,,,,
1813,Mathematics,M. Sc. in Mathematics,2412MA,MA5102,3,Functional Analysis,3-0-0,3,Core,0,,,,,,,,,,,
1814,Mathematics,M. Sc. in Mathematics,2412MA,MA5103,3,Partial Differential Equations,3-0-0,3,Core,0,,,,,,,,,,,
1815,Mathematics,M. Sc. in Mathematics,2412MA,MA51xx/ MA61xx,3,DE1,3-0-0,3,DE1,0,,,,,,,,,,,
1816,Mathematics,M. Sc. in Mathematics,2412MA,MA61xx,3,IDE1,3-0-0,3,IDE1,0,,,,,,,,,,,
1817,Mathematics,M. Sc. in Mathematics,2412MA,MA5199,3,Project I,0-0-12,6,P1,0,,,,,,,,,,,
1818,Mathematics,M. Sc. in Mathematics,2412MA,MA52xx/ MA62xx,4,DE1I,3-0-0,3,DE2,0,,,,,,,,,,,
1819,Mathematics,M. Sc. in Mathematics,2412MA,MA52xx/ MA62xx,4,DE1II,3-0-0,3,DE3,0,,,,,,,,,,,
1820,Mathematics,M. Sc. in Mathematics,2412MA,MA52xx/ MA62xx,4,DE1V,3-0-0,3,DE4,0,,,,,,,,,,,
1821,Mathematics,M. Sc. in Mathematics,2412MA,MA52xx/ MA62xx,4,IDE1I,3-0-0,3,IDE2,0,,,,,,,,,,,
1822,Mathematics,M. Sc. in Mathematics,2412MA,MA5299,4,Project II,0-0-16,8,P2,0,,,,,,,,,,,
1823,Mathematics,M. Sc. in Mathematics,2412MA,IK52xx,4,Indian Knowledge System,2-0-0,2,IKS,0,,,,,,,,,,,
1824,,,,,,,,,,,,,,,,,,,,,
1825,,,,,,,,,,,,,,,,,,,,,
1826,,,,,,,,,,,,,,,,,,,,,
1827,,,,,,,,,,,,,,,,,,,,,
1828,,,,,,,,,,,,,,,,,,,,,
1829,,,,,,,,,,,,,,,,,,,,,
1830,,,,,,,,,,,,,,,,,,,,,
1831,,,,,,,,,,,,,,,,,,,,,
1832,,,,,,,,,,,,,,,,,,,,,
1833,,,,,,,,,,,,,,,,,,,,,
1834,,,,,,,,,,,,,,,,,,,,,
1835,,,,,,,,,,,,,,,,,,,,,
1836,,,,,,,,,,,,,,,,,,,,,
1837,,,,,,,,,,,,,,,,,,,,,
1838,,,,,,,,,,,,,,,,,,,,,
1839,,,,,,,,,,,,,,,,,,,,,
1840,,,,,,,,,,,,,,,,,,,,,
1841,,,,,,,,,,,,,,,,,,,,,
1842,,,,,,,,,,,,,,,,,,,,,
1843,,,,,,,,,,,,,,,,,,,,,
1844,,,,,,,,,,,,,,,,,,,,,
1845,,,,,,,,,,,,,,,,,,,,,
1846,,,,,,,,,,,,,,,,,,,,,
1847,,,,,,,,,,,,,,,,,,,,,
1848,,,,,,,,,,,,,,,,,,,,,
1849,,,,,,,,,,,,,,,,,,,,,
1850,,,,,,,,,,,,,,,,,,,,,
1851,,,,,,,,,,,,,,,,,,,,,
1852,,,,,,,,,,,,,,,,,,,,,
1853,,,,,,,,,,,,,,,,,,,,,
1854,,,,,,,,,,,,,,,,,,,,,
1855,,,,,,,,,,,,,,,,,,,,,
1856,,,,,,,,,,,,,,,,,,,,,
1857,,,,,,,,,,,,,,,,,,,,,
1858,,,,,,,,,,,,,,,,,,,,,
1859,,,,,,,,,,,,,,,,,,,,,
1860,,,,,,,,,,,,,,,,,,,,,
DASARI PARDHA SARADHI,,,,,,,,,,,,,,,,,,,,,
1861,Physics,M.Sc. in Physics,2412PH,PH4101,1,Mathematical Physics-I,3-1-0,4,Core,0,,,,,,,,,,,
1862,Physics,M.Sc. in Physics,2412PH,PH4102,1,Classical Mechanics,3-1-0,4,Core,0,,,,,,,,,,,
1863,Physics,M.Sc. in Physics,2412PH,PH4103,1,Quantum Mechanics-I,3-1-0,4,Core,0,,,,,,,,,,,
1864,Physics,M.Sc. in Physics,2412PH,PH4104,1,Numerical Techniques,2-0-2,3,Core,0,,,,,,,,,,,
1865,Physics,M.Sc. in Physics,2412PH,PH4105,1,Electronics,3-0-4,5,Core,0,,,,,,,,,,,
1866,Physics,M.Sc. in Physics,2412PH,HS4111,1,Soft Skills for Employability,1-2-0,3,HS,0,,,,,,,,,,,
1867,Physics,M.Sc. in Physics,2412PH,PH4201,2,Electrodynamics-I,3-1-0,4,Core,0,,,,,,,,,,,
1868,Physics,M.Sc. in Physics,2412PH,PH4202,2,Statistical Physics,3-1-0,4,Core,0,,,,,,,,,,,
1869,Physics,M.Sc. in Physics,2412PH,PH4203,2,Modern Optics,3-0-4,5,Core,0,,,,,,,,,,,
1870,Physics,M.Sc. in Physics,2412PH,PH4204,2,Introduction to Nuclear and Particle Physics,3-0-0,3,Core,0,,,,,,,,,,,
1871,Physics,M.Sc. in Physics,2412PH,PH42xx,2,DE1,2-1-0,3,DE1,0,,,,,,,,,,,
1872,Physics,M.Sc. in Physics,2412PH,PH5101,3,Atomic and Molecular Physics,3-1-0,4,Core,0,,,,,,,,,,,
1873,Physics,M.Sc. in Physics,2412PH,PH5102,3,Condensed Matter Physics-I,3-0-0,3,Core,0,,,,,,,,,,,
1874,Physics,M.Sc. in Physics,2412PH,PH5103,3,"Atomic, Molecular and Nuclear Physics Laboratory",0-0-4,2,Core,0,,,,,,,,,,,
1875,Physics,M.Sc. in Physics,2412PH,PH5199,3,P1,0-0-12,6,P1,0,,,,,,,,,,,
1876,Physics,M.Sc. in Physics,2412PH,PH51xx/ PH52xx,3,DE2,X-X-X,3*,DE2,0,,,,,,,,,,,
1877,Physics,M.Sc. in Physics,2412PH,PH61xx/ PH62xx,3,IDE1,3-0-0,3*,IDE1,0,,,,,,,,,,,
1878,Physics,M.Sc. in Physics,2412PH,PH5210,4,Condensed Matter Physics Lab,0-0-4,2,Core,0,,,,,,,,,,,
1879,Physics,M.Sc. in Physics,2412PH,PH5299,4,P2,0-0-16,8,P2,0,,,,,,,,,,,
1880,Physics,M.Sc. in Physics,2412PH,PH51xx/ PH52xx,4,DE3,X-X-X,3*,DE3,0,,,,,,,,,,,
1881,Physics,M.Sc. in Physics,2412PH,PH51xx/ PH52xx,4,DE4,X-X-X,3*,DE4,0,,,,,,,,,,,
1882,Physics,M.Sc. in Physics,2412PH,PH61xx/ PH62xx,4,IDE2,3-0-0,3*,IDE2,0,,,,,,,,,,,
1883,Physics,M.Sc. in Physics,2412PH,IK52xx,4,IKS,X-X-X,2,IKS,0,,,,,,,,,,,
1884,,,,,,,,,,,,,,,,,,,,,
1885,,,,,,,,,,,,,,,,,,,,,
1886,,,,,,,,,,,,,,,,,,,,,
1887,,,,,,,,,,,,,,,,,,,,,
1888,,,,,,,,,,,,,,,,,,,,,
1889,,,,,,,,,,,,,,,,,,,,,
1890,,,,,,,,,,,,,,,,,,,,,
1891,,,,,,,,,,,,,,,,,,,,,
1892,,,,,,,,,,,,,,,,,,,,,
1893,,,,,,,,,,,,,,,,,,,,,
1894,,,,,,,,,,,,,,,,,,,,,
1895,,,,,,,,,,,,,,,,,,,,,
1896,,,,,,,,,,,,,,,,,,,,,
1897,,,,,,,,,,,,,,,,,,,,,
1898,,,,,,,,,,,,,,,,,,,,,
1899,,,,,,,,,,,,,,,,,,,,,
1900,,,,,,,,,,,,,,,,,,,,,
1901,,,,,,,,,,,,,,,,,,,,,
1902,,,,,,,,,,,,,,,,,,,,,
1903,,,,,,,,,,,,,,,,,,,,,
1904,,,,,,,,,,,,,,,,,,,,,
1905,,,,,,,,,,,,,,,,,,,,,
1906,,,,,,,,,,,,,,,,,,,,,
1907,,,,,,,,,,,,,,,,,,,,,
1908,,,,,,,,,,,,,,,,,,,,,
1909,,,,,,,,,,,,,,,,,,,,,
1910,,,,,,,,,,,,,,,,,,,,,
1911,,,,,,,,,,,,,,,,,,,,,
1912,,,,,,,,,,,,,,,,,,,,,
1913,,,,,,,,,,,,,,,,,,,,,
1914,,,,,,,,,,,,,,,,,,,,,
1915,,,,,,,,,,,,,,,,,,,,,
1916,,,,,,,,,,,,,,,,,,,,,
1917,,,,,,,,,,,,,,,,,,,,,
1918,,,,,,,,,,,,,,,,,,,,,
1919,,,,,,,,,,,,,,,,,,,,,
1920,,,,,,,,,,,,,,,,,,,,,
Satyam Vyas,,,,,,,,,,,,,,,,,,,,,
1921,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,MA1101,1,Calculus and Linear Algebra,3-1-0,4,Core,0,,,,,,,,,,,
1922,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CS1101,1,Foundations of Programming ,3-0-3,4.5,Core,0,,,,,,,,,,,
1923,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,PH1101/PH1201,1,Physics,3-1-3,5.5,Core,0,,,,,,,,,,,
1924,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE1101/CE1201,1,Engineering Graphics,1-0-3,2.5,Core,0,,,,,,,,,,,
1925,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,EE1101/EE1201,1,Electrical Sciences,3-0-3,4.5,Core,0,,,,,,,,,,,
1926,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,HS1101,1,English for Professionals,2-0-1,2.5,Core,0,,,,,,,,,,,
1927,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,MA1201,2,Probability Theory and Ordinary Differential Equations,3-1-0,4,Core,0,,,,,,,,,,,
1928,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CS1201,2,Data Structure,3-0-3,4.5,Core,0,,,,,,,,,,,
1929,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CH1201/CH1101,2,Chemistry,3-1-3,5.5,Core,0,,,,,,,,,,,
1930,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,ME1201/ME1101,2,Mechanical Fabrication,0-0-3,1.5,Core,0,,,,,,,,,,,
1931,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,ME1202/ME1102,2,Engineering Mechanics,3-1-0,4,Core,0,,,,,,,,,,,
1932,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,IK1101,2,Indian Knowledge System(IKS),3-0-0,3,IKS,0,,,,,,,,,,,
1933,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE2101,3,Geomatics Engineering,3-1-2,5,Core,0,,,,,,,,,,,
1934,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE2102,3,Structural Mechanics,3-1-0,4,Core,1,,,,,,,,,,,
1935,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE2103,3,Fluid Mechanics ,3-1-2,5,Core,0,,,,,,,,,,,
1936,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE2104,3,Geology for Engineers ,3-0-2,4,Core,0,,,,,,,,,,,
1937,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,HS21PQ,3,HSS Elective I ,3-0-0,3,HS1,0,,,,,,,,,,,
1938,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE2201,4,Structural Analysis ,3-0-2,4,Core,0,,,,,,,,,,,
1939,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE2202,4,Soil Mechanics,3-0-2,4,Core,0,,,,,,,,,,,
1940,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE2203,4,Civil Engineering Materials,3-0-2,4,Core,1,,,,,,,,,,,
1941,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE2204,4,Water Resource Engineering - 1,3-0-0,3,Core,0,,,,,,,,,,,
1942,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE2205,4,Numerical Methods in Civil Engineering,3-0-0,3,Core,0,,,,,,,,,,,
1943,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE22PQ,4,IDE1,3-0-0,3,IDE1,0,,,,,,,,,,,
1944,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE3101,5,Design of Reinforced Concrete Structures,3-0-2,4,Core,0,,,,,,,,,,,
1945,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE3102,5,Foundation Engineering  ,3-0-2,4,Core,0,,,,,,,,,,,
1946,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE3103,5,Transportation Engineering - 1,3-1-2,5,Core,1,,,,,,,,,,,
1947,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE3104,5,Environmental Engineering - 1,3-0-2,4,Core,0,,,,,,,,,,,
1948,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE3190,5,IDE2,3-0-0,3,IDE2,0,,,,,,,,,,,
1949,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE3201,6,Design of Steel Structures,3-1-0,4,Core,0,,,,,,,,,,,
1950,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE3202,6,Infrastructure Drawing and Estimation ,1-2-0,3,Core,1,,,,,,,,,,,
1951,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE3203,6,Construction Planning & Management,3-0-0,3,Core,0,,,,,,,,,,,
1952,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE3204,6,Environmental Engineering - 2,3-1-0,4,Core,0,,,,,,,,,,,
1953,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE3205,6,Water Resource Engineering - 2,3-0-2,4,Core,0,,,,,,,,,,,
1954,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE3206,6,Transportation Engineering - 2,3-0-0,3,Core,0,,,,,,,,,,,
1955,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE41PQ,7,B. Tech. Elective - I,3-0-0,3,BTE1,0,,,,,,,,,,,
1956,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE41PQ,7,B. Tech. Elective II,3-0-0,3,BTE2,0,,,,,,,,,,,
1957,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,XX41PQ,7,IDE - III,3-0-0,3,IDE3,0,,,,,,,,,,,
1958,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,HS41XX,7,HSS Elective - II,3-0-0,3,HS2,0,,,,,,,,,,,
1959,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,XX4198,7,Summer Internship*,0-0-12,3,SI,0,,,,,,,,,,,
1960,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,XX4199,7,Project I,0-0-12,6,P1,0,,,,,,,,,,,
1961,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE5102,7,Physico-Chemical Principles and Processes,3-0-0,3,Core,0,,,,,,,,,,,
1962,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,RM6201,8,Research Methodology,3-1-0,4,RM,0,,,,,,,,,,,
1963,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE5201,8,Biological Principles and Processes,3-0-0,3,Core,0,,,,,,,,,,,
1964,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE5202,8,Air Pollution and Control,3-0-2,4,Core,0,,,,,,,,,,,
1965,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE52PQ/CE62PQ,8,M. Tech. Elective - I,3-0-0,3,MTE1,0,,,,,,,,,,,
1966,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE4299,8,Project - II,0-0-12,6,P2,0,,,,,,,,,,,
1967,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE51PQ/CE61PQ,9,M. Tech. Elective - II,3-0-0,3,MTE2,0,,,,,,,,,,,
1968,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE51PQ/CE61PQ,9,M. Tech. Elective - III,3-0-0,3,MTE3,0,,,,,,,,,,,
1969,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE51PQ/CE61PQ,9,M. Tech. Elective - IV,3-0-0,3,MTE4,0,,,,,,,,,,,
1970,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE5199,9,Project - III,0-0-16,8,P3,0,,,,,,,,,,,
1971,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE5299,10,Project - IV,0-0-36,18,P4,0,,,,,,,,,,,
1972,,,,,,,,,,,,,,,,,,,,,
1973,,,,,,,,,,,,,,,,,,,,,
1974,,,,,,,,,,,,,,,,,,,,,
1975,,,,,,,,,,,,,,,,,,,,,
1976,,,,,,,,,,,,,,,,,,,,,
1977,,,,,,,,,,,,,,,,,,,,,
1978,,,,,,,,,,,,,,,,,,,,,
1979,,,,,,,,,,,,,,,,,,,,,
1980,,,,,,,,,,,,,,,,,,,,,
Anshika Chourasia,,,,,,,,,,,,,,,,,,,,,
1981,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,MA1101,1,Calculus and Linear Algebra,3-1-0,4,Core,0,,,,,,,,,,,
1982,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CS1101,1,Foundations of Programming ,3-0-3,4.5,Core,0,,,,,,,,,,,
1983,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,PH1101/PH1201,1,Physics,3-1-3,5.5,Core,0,,,,,,,,,,,
1984,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE1101/CE1201,1,Engineering Graphics,1-0-3,2.5,Core,0,,,,,,,,,,,
1985,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,EE1101/EE1201,1,Electrical Sciences,3-0-3,4.5,Core,0,,,,,,,,,,,
1986,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,HS1101,1,English for Professionals,2-0-1,2.5,Core,0,,,,,,,,,,,
1987,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,MA1201,2,Probability Theory and Ordinary Differential Equations,3-1-0,4,Core,0,,,,,,,,,,,
1988,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CS1201,2,Data Structure,3-0-3,4.5,Core,0,,,,,,,,,,,
1989,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CH1201/CH1101,2,Chemistry,3-1-3,5.5,Core,0,,,,,,,,,,,
1990,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,ME1201/ME1101,2,Mechanical Fabrication,0-0-3,1.5,Core,0,,,,,,,,,,,
1991,Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,ME1202/ME1102,2,Engineering Mechanics,3-1-0,4,Core,0,,,,,,,,,,,
